gene,objective function,constraint
Sept3,4.173234481189217,1
Trav16n,4.173234481189051,1
Dctn1,4.173234481188909,1
Il17rc,4.173234481188785,1
E130317F20Rik,4.173234481188595,1
Nexn,4.173234481188593,1
Zscan18,4.173234481188554,1
Gm9949,4.173234481188114,1
Gm20522,4.17323448118784,1
Bloc1s2,4.173234481187385,1
Gfod2,4.173234481187229,1
Zfp398,4.173234481187111,1
Atp6v1b2,4.173234481187093,1
Tubb2b,4.173234481187076,1
Trerf1,4.173234481187045,1
Irak1bp1,4.1732344811869755,1
H2-Q1,4.1732344811869755,1
Trim16,4.173234481186955,1
Ltbp1,4.173234481186911,1
Nkain1,4.173234481186798,1
4933429H19Rik,4.173234481186693,1
Fam78b,4.173234481186235,1
Fos,4.173234481186168,1
Mast2,4.173234481185887,1
Gm10802,4.173234481185802,1
Gemin8,4.173234481185779,1
Zan,4.1732344811857685,1
Mettl2,4.173234481185539,1
Phc3,4.173234481185528,1
Ranbp10,4.173234481185407,1
Spidr,4.173234481185008,1
Rbbp9,4.173234481185007,1
Cstf2,4.173234481184831,1
Slc25a32,4.173234481184753,1
Ascc2,4.173234481184518,1
Klhl23,4.1732344811842434,1
Gm26693,4.173234481184221,1
Nbeal2,4.173234481184146,1
Gm20732,4.173234481183982,1
Rnf2,4.173234481183966,1
Tbc1d10a,4.173234481183904,1
Cept1,4.1732344811839,1
Stard10,4.173234481183851,1
Gm16124,4.173234481183697,1
Opn3,4.173234481183611,1
Zfp524,4.173234481183581,1
Cog3,4.173234481183567,1
Casp7,4.173234481183557,1
Ndst1,4.173234481183362,1
Zmynd10,4.173234481183337,1
Ifngas1,4.173234481183329,1
Asb1,4.173234481183275,1
Gm14268,4.173234481183227,1
Yars2,4.173234481183224,1
Cfl2,4.173234481183076,1
Gm48357,4.173234481183072,1
Slc7a6os,4.17323448118304,1
Map7,4.173234481182907,1
Cops8,4.173234481182598,1
4833438C02Rik,4.17323448118239,1
Ercc2,4.173234481182364,1
Gm14703,4.1732344811823205,1
Vars2,4.173234481182148,1
Scml4,4.173234481182075,1
1700063D05Rik,4.17323448118201,1
Cx3cl1,4.173234481181838,1
Zfp808,4.173234481181811,1
Ivd,4.173234481181794,1
Ndnf,4.173234481181723,1
A230020J21Rik,4.173234481181565,1
Ms4a8a,4.173234481181555,1
Rem1,4.173234481181371,1
A530072M11Rik,4.173234481181314,1
Ggt7,4.173234481181307,1
Guca1a,4.173234481181261,1
Tppp3,4.173234481181244,1
D5Ertd605e,4.173234481181115,1
Syt4,4.173234481181113,1
Ap4m1,4.1732344811808835,1
Mob3b,4.17323448118076,1
Slc25a46,4.173234481180521,1
Mgst1,4.1732344811803745,1
Arhgap27os1,4.173234481180324,1
Kif1a,4.173234481180312,1
Vps35,4.1732344811800965,1
Kank3,4.173234481180024,1
Cdkl4,4.173234481179814,1
Add3,4.173234481179741,1
Noct,4.173234481179724,1
Fads1,4.173234481179673,1
C3,4.173234481179596,1
Gtf2e1,4.17323448117955,1
Plppr2,4.17323448117953,1
Trav12-2,4.173234481179411,1
Mapk8,4.173234481179314,1
Spryd4,4.173234481179097,1
Enpp6,4.17323448117895,1
Lrrc6,4.17323448117876,1
Zfp994,4.173234481178577,1
Chuk,4.173234481178521,1
Fiz1,4.173234481177934,1
Asb6,4.1732344811778574,1
Plscr2,4.17323448117784,1
Gm14149,4.173234481177825,1
Gnal,4.173234481177806,1
Hoxc6,4.173234481177751,1
Mars,4.17323448117772,1
Dmrta2,4.173234481177656,1
Rab39b,4.173234481177531,1
Nudcd3,4.173234481177214,1
Ccdc88b,4.173234481177198,1
Gm37634,4.173234481177106,1
Klhl30,4.173234481176882,1
Cbx7,4.173234481176878,1
Prg2,4.173234481176841,1
Snhg12,4.173234481176811,1
Gm16536,4.173234481176777,1
Rbak,4.1732344811765705,1
Vamp1,4.1732344811765305,1
Ncr1,4.173234481176523,1
Krt222,4.173234481176502,1
Gtpbp3,4.173234481176485,1
Ptcd3,4.173234481176363,1
Smyd3,4.173234481176346,1
Qser1,4.1732344811762285,1
Bcl9l,4.173234481176178,1
Gm4285,4.173234481176121,1
Osbpl7,4.173234481176118,1
Pheta2,4.173234481175998,1
Fam122b,4.173234481175937,1
Fam193a,4.173234481175874,1
Arap3,4.17323448117577,1
Gm49201,4.173234481175676,1
Gm2682,4.173234481175588,1
Zfp317,4.1732344811754345,1
Ccdc80,4.173234481175302,1
Cep135,4.173234481175048,1
Ell3,4.173234481175009,1
Ddit3,4.173234481174995,1
Gm27232,4.173234481174853,1
Gm47257,4.173234481174766,1
Akr1e1,4.17323448117474,1
Gm32772,4.1732344811747035,1
Krt18,4.17323448117468,1
Itga2,4.173234481174674,1
Dalrd3,4.173234481174423,1
Gm42555,4.173234481174229,1
Rev3l,4.173234481174134,1
Cep162,4.173234481174027,1
Trav12-1,4.173234481173996,1
Gm26562,4.173234481173948,1
Ckap4,4.173234481173944,1
Arrdc3,4.1732344811739415,1
Trip6,4.173234481173914,1
Abi3,4.173234481173695,1
Cd180,4.173234481173665,1
Klra5,4.173234481173413,1
B3gnt8,4.173234481173275,1
Fam241a,4.173234481173207,1
Ccdc146,4.173234481173034,1
Asrgl1,4.173234481172788,1
Loxl4,4.17323448117277,1
Fam219a,4.173234481172745,1
Slc27a1,4.173234481172688,1
2610020C07Rik,4.173234481172629,1
Olfr77,4.1732344811724165,1
Ska3,4.1732344811723765,1
Cpsf7,4.173234481171881,1
Ctnna1,4.17323448117188,1
Lrrc20,4.173234481171713,1
Srpk2,4.173234481171658,1
4930581F22Rik,4.173234481171452,1
Cdpf1,4.173234481171427,1
Gm35035,4.173234481171411,1
Rasl11a,4.173234481171027,1
Sntb2,4.173234481170969,1
Cxcl13,4.173234481170901,1
Bcr,4.173234481170847,1
4930481A15Rik,4.1732344811705495,1
Arg2,4.173234481170439,1
Slc9a7,4.173234481170317,1
Pccb,4.173234481170281,1
Gm17276,4.173234481169875,1
Gbp8,4.173234481169831,1
Rpl10-ps3,4.173234481169824,1
Pus7,4.173234481169566,1
Gm26621,4.173234481169455,1
Tspyl4,4.173234481169419,1
Arhgdig,4.173234481169286,1
Zfp623,4.173234481169118,1
Clcn4,4.173234481168598,1
2500002B13Rik,4.173234481168536,1
Hpcal1,4.173234481168365,1
Glb1l,4.173234481168207,1
Smim20,4.173234481167745,1
Wdcp,4.1732344811674915,1
Wdr91,4.173234481167443,1
Gm10143,4.173234481167169,1
Trat1,4.173234481167162,1
Hypk,4.173234481166955,1
Nrbp1,4.1732344811669435,1
4930570N18Rik,4.173234481166899,1
Gm20536,4.173234481166814,1
Fgfr1op,4.173234481166614,1
Gm31410,4.173234481166428,1
Pdss1,4.173234481166394,1
Ccr3,4.1732344811662765,1
Ffar4,4.173234481166254,1
Zfp771,4.173234481166092,1
Dlgap4,4.173234481165916,1
Zdhhc4,4.1732344811658635,1
Maml1,4.173234481165832,1
Ngb,4.173234481165755,1
Polrmt,4.173234481165456,1
Gm20633,4.173234481165387,1
Asph,4.1732344811653865,1
Crlf1,4.1732344811652915,1
Gm4258,4.173234481165268,1
Zfp382,4.173234481165262,1
Rimbp3,4.173234481165224,1
Sgip1,4.173234481165148,1
Dab2ip,4.173234481165137,1
Plekhm3,4.173234481164759,1
Slc35b3,4.17323448116468,1
Gm49864,4.1732344811645,1
Gm11714,4.173234481164367,1
Plod3,4.173234481164284,1
Gm31107,4.173234481163751,1
Phc1,4.173234481163679,1
Akr1c12,4.173234481163597,1
Ncf1,4.173234481163585,1
Scap,4.173234481163503,1
Cracr2b,4.173234481163382,1
Tpcn1,4.173234481163328,1
Nudt1,4.173234481163299,1
Acsf2,4.17323448116328,1
D930016D06Rik,4.173234481163176,1
Zbtb37,4.173234481163086,1
Trbv1,4.173234481162895,1
Orc3,4.173234481162711,1
E130116L18Rik,4.173234481162695,1
Plcd4,4.17323448116263,1
Efcab5,4.173234481162381,1
Tbkbp1,4.173234481162274,1
Ccdc9,4.173234481162227,1
Creg2,4.173234481162165,1
Sytl4,4.173234481162156,1
Chek1,4.173234481162065,1
Ubn2,4.173234481162045,1
Numb,4.1732344811619795,1
Gm15886,4.173234481161918,1
Lims2,4.173234481161396,1
Dhrs11,4.173234481161335,1
Hdac4,4.173234481161113,1
D630045J12Rik,4.173234481160779,1
2410131K14Rik,4.173234481160458,1
Pik3ap1,4.1732344811601365,1
Ovgp1,4.173234481159819,1
Cttn,4.173234481159685,1
Slc23a2,4.173234481159585,1
Meaf6,4.173234481159321,1
Wdr45,4.173234481159316,1
Rbm3os,4.17323448115925,1
Ndor1,4.173234481159206,1
Nup188,4.173234481159129,1
A930038B10Rik,4.173234481158835,1
Slmap,4.1732344811588185,1
Zfp729a,4.173234481158649,1
Wdr37,4.173234481158439,1
Gm26566,4.17323448115843,1
Moap1,4.173234481158281,1
Jcad,4.173234481158264,1
Ctif,4.173234481158174,1
Padi4,4.17323448115796,1
Klc3,4.173234481157773,1
Pitx2,4.173234481157757,1
Nphp1,4.173234481157486,1
Rchy1,4.173234481157464,1
Naga,4.173234481157269,1
Mtrex,4.17323448115707,1
Cep164,4.173234481157024,1
Gab3,4.173234481156124,1
Exoc2,4.173234481155841,1
Mpo,4.173234481155831,1
Gm47112,4.173234481155741,1
Trdv5,4.173234481155605,1
Prkce,4.1732344811554505,1
Adamts6,4.17323448115541,1
Rapgef3,4.173234481155366,1
Hira,4.173234481155298,1
Gm3892,4.1732344811552045,1
Ess2,4.173234481155147,1
Hyls1,4.173234481155079,1
Trav5-4,4.17323448115506,1
Ociad2,4.17323448115496,1
Abtb1,4.173234481154681,1
Ndufaf4,4.173234481154643,1
Angel1,4.173234481154613,1
Foxp3,4.173234481154575,1
BC018473,4.173234481154273,1
Fibcd1,4.173234481154255,1
Nol10,4.17323448115408,1
Gm43042,4.173234481154052,1
Med6,4.173234481154022,1
Smco3,4.173234481153848,1
Map3k10,4.173234481153818,1
Gm29168,4.173234481153778,1
Spata1,4.173234481153671,1
Pfkfb2,4.17323448115348,1
Myo5a,4.173234481153449,1
Rgs8,4.173234481153443,1
Esrp2,4.173234481153298,1
Col18a1,4.173234481153231,1
Dnah2,4.173234481153103,1
Slc29a3,4.1732344811530275,1
Sirt3,4.173234481152997,1
Kifap3,4.1732344811529964,1
Gpr174,4.173234481152749,1
Abcg3,4.173234481152641,1
Pitpnm2os2,4.173234481152631,1
Gys1,4.17323448115255,1
Masp2,4.173234481152283,1
Epg5,4.173234481152253,1
Ralgapa2,4.173234481152145,1
Thap3,4.173234481151736,1
Plekhg2,4.173234481151716,1
Gm28370,4.173234481151695,1
Wwc1,4.173234481151458,1
Kazald1,4.173234481151315,1
Lrrc41,4.173234481151274,1
Mccc1os,4.1732344811512725,1
Gm50069,4.173234481151081,1
Wdr53,4.173234481151073,1
Mesd,4.173234481150703,1
P2ry14,4.1732344811506605,1
Trmt10c,4.173234481150624,1
Trim8,4.17323448115047,1
Cenpc1,4.173234481150457,1
R74862,4.173234481150183,1
Adgrg5,4.173234481150178,1
Napb,4.173234481150159,1
Nptx1,4.1732344811500655,1
Pigyl,4.173234481149959,1
Acoxl,4.173234481149595,1
Ankrd13d,4.173234481149558,1
Cxxc5,4.173234481149407,1
4930519P11Rik,4.1732344811494055,1
5430402O13Rik,4.173234481149267,1
Mcrip2,4.173234481149228,1
Dsn1,4.173234481149075,1
Focad,4.173234481148951,1
Il2ra,4.1732344811489295,1
P2ry10b,4.173234481148628,1
Chpf2,4.173234481148569,1
Phf2os1,4.1732344811484845,1
Acvr1b,4.17323448114827,1
Hist1h2an,4.173234481148053,1
Gm12333,4.173234481147769,1
Igsf23,4.173234481147725,1
Dach2,4.1732344811476505,1
Scaf4,4.173234481147571,1
4930579K19Rik,4.17323448114755,1
Vipr1,4.1732344811474515,1
Mbd1,4.1732344811472855,1
Nbas,4.173234481147276,1
Lss,4.173234481147237,1
Tusc2,4.173234481147187,1
Qsox1,4.1732344811471735,1
Fstl1,4.173234481147166,1
Mtx3,4.173234481147066,1
Phldb3,4.17323448114662,1
Trim23,4.173234481146494,1
Ice2,4.173234481146413,1
Tfr2,4.173234481145876,1
Tedc2,4.173234481145843,1
Gabarapl1,4.173234481145843,1
Nt5e,4.1732344811457285,1
Cgref1,4.173234481145645,1
Cd99l2,4.173234481145643,1
Bcar3,4.1732344811453235,1
Ogfrl1,4.173234481145264,1
Zyg11b,4.173234481144838,1
Drg2,4.1732344811448066,1
Mastl,4.173234481144777,1
Wnt6,4.173234481144768,1
Fhl3,4.173234481144647,1
1700072G22Rik,4.173234481144389,1
Xpr1,4.173234481144241,1
Pgf,4.173234481144237,1
Blnk,4.1732344811440765,1
Sfxn2,4.17323448114384,1
Gm15446,4.173234481143746,1
Gnao1,4.17323448114362,1
Mtss1,4.173234481143423,1
Reep6,4.17323448114336,1
Trbv19,4.173234481143287,1
Plcb2,4.1732344811432736,1
Alkbh3,4.173234481143167,1
Ptgr2,4.173234481142973,1
Mylk,4.173234481142816,1
Tnf,4.173234481142459,1
Slc15a3,4.173234481142458,1
Klf14,4.173234481142222,1
Chka,4.173234481142139,1
Olfr9,4.17323448114188,1
Sspo,4.1732344811418765,1
Tmem203,4.1732344811418685,1
Gm15873,4.173234481141606,1
Gm40841,4.173234481141457,1
Gm17130,4.173234481141334,1
Optn,4.173234481141161,1
Gm28085,4.173234481141144,1
Slc35a2,4.17323448114099,1
Gm12992,4.173234481140965,1
Gm10644,4.173234481140885,1
4930599N23Rik,4.173234481140842,1
4930557K07Rik,4.1732344811406135,1
Phf7,4.173234481140467,1
Zfp972,4.173234481140398,1
6030442K20Rik,4.1732344811402475,1
Cul7,4.173234481140116,1
Tlr1,4.173234481139911,1
Stk11ip,4.1732344811398665,1
Fbxo6,4.173234481139605,1
Gm38560,4.173234481139565,1
Gm47770,4.173234481139405,1
Icam5,4.1732344811391755,1
Rdh10,4.17323448113894,1
Parp3,4.1732344811388185,1
Rtn2,4.1732344811387625,1
Serp2,4.173234481138713,1
Ftl1-ps1,4.173234481138645,1
Adam33,4.173234481138617,1
Tex30,4.173234481138613,1
Ccr4,4.173234481138268,1
Trav7-4,4.173234481138084,1
Npy,4.173234481137837,1
Uprt,4.173234481137744,1
Sap30,4.173234481137661,1
Cars,4.173234481137343,1
Cntf,4.173234481137237,1
2700049A03Rik,4.173234481137142,1
Btbd6,4.173234481136955,1
Gfod1,4.17323448113695,1
Zc3h12d,4.173234481136579,1
Cttnbp2nl,4.173234481136355,1
Fbxo4,4.173234481136011,1
1700022N22Rik,4.173234481135808,1
Gpr83,4.173234481135793,1
Zfp11,4.173234481135651,1
Irgm2,4.173234481135559,1
Gm20319,4.173234481135345,1
Map4k3,4.173234481135278,1
Pou2f1,4.1732344811351565,1
Parvg,4.1732344811342585,1
Gm9774,4.173234481134156,1
Gpd1,4.173234481134085,1
Slc12a9,4.173234481133659,1
Art2b,4.17323448113362,1
Tnfrsf1a,4.173234481133444,1
Gm11579,4.1732344811334325,1
A930006K02Rik,4.173234481133262,1
Gatd1,4.173234481133238,1
Ccne1,4.173234481133152,1
Alpk2,4.173234481133129,1
1600020E01Rik,4.173234481133008,1
Mfsd13a,4.173234481132974,1
AC121792.1,4.1732344811328,1
Cct6b,4.173234481132615,1
Frat2,4.173234481132557,1
Gm3435,4.173234481132402,1
1700030K09Rik,4.1732344811322575,1
Zbed5,4.173234481132254,1
Gm48228,4.173234481132152,1
Gm16897,4.17323448113207,1
Ttf2,4.173234481131996,1
Neurl2,4.1732344811317486,1
I830077J02Rik,4.17323448113174,1
Map3k20,4.173234481131477,1
Gtf3c3,4.173234481131362,1
Gm41556,4.173234481131354,1
Sec23b,4.173234481131209,1
Clip2,4.173234481131008,1
Azin2,4.173234481130658,1
Zfp85,4.173234481130597,1
Gm19412,4.1732344811304625,1
Snhg10,4.173234481130436,1
Gm31728,4.173234481130286,1
Sephs2,4.173234481130236,1
Ormdl3,4.1732344811302005,1
Kank2,4.173234481130122,1
Gm47861,4.173234481130065,1
Gm2788,4.173234481130014,1
Gm16121,4.173234481129938,1
Sec22c,4.173234481129795,1
Fgd6,4.173234481129703,1
Gm26810,4.173234481129561,1
Strip2,4.173234481129468,1
Kdm4a,4.173234481129442,1
Cenpn,4.173234481129347,1
Rpp38,4.173234481129305,1
Prrt4,4.173234481129139,1
1700055D18Rik,4.1732344811291195,1
1700019J19Rik,4.173234481128978,1
Gm17634,4.173234481128562,1
Lhx6,4.173234481128105,1
Efnb2,4.173234481128051,1
Elp1,4.173234481127855,1
Inhba,4.173234481127651,1
Rcan3,4.17323448112738,1
Hopxos,4.173234481127374,1
Zfp280d,4.173234481127327,1
Zc3h8,4.173234481127116,1
Tmod1,4.173234481127113,1
Drosha,4.173234481126976,1
Skap2,4.173234481126877,1
Fpgt,4.17323448112684,1
Kif7,4.1732344811267845,1
Ehbp1,4.173234481126689,1
Gm47242,4.173234481126673,1
Gm39469,4.173234481126467,1
Gm26865,4.173234481126338,1
Bloc1s5,4.173234481126337,1
Spo11,4.1732344811263165,1
Gm44777,4.173234481126299,1
Dhx34,4.173234481126292,1
Fut4,4.173234481126135,1
Nsmce3,4.173234481125651,1
Gm12227,4.173234481125569,1
Zscan2,4.173234481125523,1
Ubap1,4.173234481125361,1
Abhd13,4.1732344811251885,1
Fbxo38,4.173234481125088,1
Gm47739,4.173234481124861,1
Nek6,4.173234481124837,1
Morn1,4.173234481124676,1
Bbs1,4.173234481124477,1
Cdh1,4.173234481124286,1
Gm44206,4.173234481124275,1
Begain,4.17323448112423,1
Pfas,4.173234481124117,1
Rccd1,4.173234481123766,1
Hal,4.173234481123587,1
Pan2,4.17323448112357,1
Vezt,4.173234481123408,1
Kdm3b,4.1732344811231545,1
Fzd9,4.173234481122885,1
Aldh4a1,4.173234481122616,1
Rnft2,4.173234481122465,1
Med13l,4.1732344811222655,1
Ncmap,4.173234481122154,1
Chac1,4.173234481122053,1
Zcwpw2,4.17323448112195,1
Gm49004,4.173234481121681,1
Pgs1,4.173234481121541,1
Gm32312,4.173234481120922,1
Kdm4c,4.173234481120914,1
Slc25a43,4.173234481120885,1
Egln2,4.173234481120804,1
Gm41396,4.173234481120787,1
Gm17349,4.173234481120584,1
Lmnb2,4.17323448112048,1
Gpatch2l,4.173234481120039,1
Mcfd2,4.17323448112001,1
Grifin,4.173234481119687,1
Cbx2,4.173234481119387,1
Grhl2,4.173234481119372,1
Asnsd1,4.17323448111913,1
Samd4,4.17323448111912,1
Zeb2os,4.173234481119068,1
Adcy3,4.173234481119005,1
Nmnat3,4.1732344811189135,1
Pnisr,4.173234481118826,1
Sidt1,4.173234481118737,1
E030042O20Rik,4.1732344811187,1
Zfp605,4.173234481118608,1
Gm14410,4.173234481118579,1
Pbx3,4.173234481118481,1
Rarres2,4.173234481118458,1
Pcgf3,4.173234481118432,1
Gm44284,4.1732344811181745,1
4930444A19Rik,4.173234481118106,1
Ddn,4.173234481118106,1
Stxbp1,4.173234481118017,1
Hist1h2af,4.173234481117949,1
Klf8,4.173234481117855,1
Rab5a,4.1732344811178335,1
Rab33b,4.173234481117795,1
Gm47428,4.173234481117795,1
Lrp2bp,4.173234481117769,1
Homez,4.173234481117639,1
Nptxr,4.173234481117529,1
Mtmr11,4.17323448111702,1
Gm49874,4.1732344811169675,1
Fbxo47,4.173234481116923,1
Nos2,4.173234481116785,1
Tmem104,4.173234481116778,1
Nckap5l,4.173234481116549,1
Hist1h4c,4.173234481116547,1
Kif21b,4.173234481116439,1
Afg1l,4.173234481116406,1
Unc5b,4.1732344811161655,1
Cdk20,4.173234481115828,1
5730507C01Rik,4.1732344811157915,1
Klc2,4.173234481115688,1
Fahd1,4.1732344811155455,1
Vps4a,4.173234481115402,1
Tmcc3,4.173234481115363,1
Myh10,4.173234481115285,1
Anapc10,4.173234481115092,1
Cacfd1,4.1732344811148625,1
Zkscan6,4.173234481114762,1
Rab42,4.17323448111422,1
Rnpep,4.173234481114176,1
Rab20,4.173234481114113,1
Hpse,4.173234481113801,1
Myl10,4.1732344811138,1
Gm15326,4.173234481113759,1
Urgcp,4.173234481113693,1
Capn10,4.173234481113644,1
Gm26873,4.17323448111351,1
Mon1a,4.173234481113459,1
Gm28942,4.173234481113404,1
Sptb,4.173234481113252,1
4930558K02Rik,4.173234481113201,1
Pxdc1,4.173234481113131,1
Pygb,4.173234481113056,1
Arhgap27os2,4.173234481112976,1
Proscos,4.173234481112912,1
Zfp69,4.173234481112856,1
Dbp,4.173234481112745,1
Enthd1,4.17323448111264,1
Cysltr2,4.17323448111222,1
Zfand3,4.173234481112204,1
Usp33,4.173234481111991,1
Fbxl19,4.173234481111979,1
Gm45187,4.173234481111896,1
Dbndd1,4.173234481111795,1
Pimreg,4.173234481111695,1
Gm42884,4.173234481111067,1
AA465934,4.173234481110926,1
Nedd4l,4.173234481110893,1
Cyhr1,4.173234481110766,1
Vps39,4.173234481110715,1
Pnldc1,4.173234481110477,1
Nploc4,4.173234481110377,1
Foxq1,4.173234481110179,1
Gls2,4.1732344811101765,1
Tcrg-C4,4.173234481110151,1
Cd300c2,4.173234481110062,1
Ubr1,4.173234481110019,1
Gm37328,4.17323448111001,1
Stox1,4.173234481109677,1
Dlg5,4.173234481109658,1
Spout1,4.173234481109415,1
Gng11,4.173234481109409,1
Slc17a9,4.173234481109239,1
Zfp715,4.173234481109139,1
Triap1,4.17323448110901,1
Tmem268,4.173234481108764,1
Rnf111,4.1732344811079,1
Podxl,4.173234481107623,1
2600002D14Rik,4.173234481107441,1
9930111J21Rik1,4.1732344811073965,1
Lias,4.173234481107294,1
A230072E10Rik,4.173234481107186,1
Anapc7,4.173234481106853,1
Casp12,4.173234481106609,1
Ephx2,4.173234481106594,1
Actrt3,4.173234481105991,1
Tcp11l1,4.173234481105923,1
Thnsl2,4.173234481105878,1
Pdik1l,4.173234481105758,1
Cxcl9,4.173234481105661,1
Gm49336,4.173234481105533,1
Gkap1,4.173234481105325,1
Mzt1,4.173234481105264,1
C130046K22Rik,4.173234481105172,1
Cd4,4.173234481105113,1
Tbxa2r,4.173234481105052,1
Zfp326,4.173234481104886,1
Kdm5b,4.173234481104546,1
Fbxo42,4.173234481104504,1
Fbxl18,4.173234481104414,1
Zadh2,4.173234481104282,1
Ccdc151,4.173234481104198,1
Tmem95,4.173234481104145,1
Arhgef12,4.173234481104117,1
Pex12,4.173234481104023,1
Cyp4f13,4.173234481103991,1
Shld2,4.1732344811039255,1
Pafah2,4.173234481103883,1
Tnik,4.173234481103864,1
Spata5l1,4.173234481103828,1
Jagn1,4.173234481103501,1
Lamb3,4.1732344811033935,1
Dnajc4,4.173234481103373,1
Gda,4.173234481103368,1
Prox2os,4.173234481103253,1
Mlxipl,4.17323448110321,1
Sass6,4.173234481103146,1
Dtnbp1,4.173234481103138,1
Gm15853,4.173234481102698,1
Gcn1,4.173234481102658,1
Exosc2,4.173234481102433,1
Wdfy1,4.173234481102368,1
Mrm2,4.173234481102233,1
Ripor3,4.173234481102219,1
Oaz2,4.173234481102172,1
Gm47689,4.173234481102089,1
Ccl2,4.17323448110202,1
Hsh2d,4.173234481101807,1
Gm9833,4.173234481101786,1
Cd209c,4.173234481101611,1
Bora,4.173234481101438,1
Arhgap33,4.173234481101354,1
Wnt11,4.173234481101337,1
Pdp2,4.173234481101289,1
Gpx7,4.173234481101272,1
Sypl2,4.173234481101173,1
Etfdh,4.173234481100753,1
Sfmbt1,4.173234481100508,1
Plxna3,4.173234481100492,1
Spock2,4.173234481100384,1
Fam168b,4.173234481099986,1
Zfp637,4.173234481099862,1
Zcchc4,4.173234481099528,1
Smarca2,4.173234481099522,1
Zbtb11,4.17323448109946,1
Alkbh1,4.173234481099382,1
Aldoart2,4.173234481099062,1
Gm35037,4.173234481098366,1
Dnajc21,4.173234481098247,1
Tgfbrap1,4.173234481097965,1
Cst6,4.173234481097846,1
Utp14b,4.1732344810976745,1
Gm37724,4.173234481097611,1
Cep44,4.173234481097553,1
5530601H04Rik,4.173234481097546,1
Bend5,4.173234481097324,1
Itga2b,4.1732344810973085,1
Atp9a,4.173234481097288,1
Htr6,4.173234481097075,1
Dmd,4.173234481096991,1
Tent5c,4.173234481096867,1
Cnih2,4.173234481096733,1
Hmbox1,4.1732344810965065,1
Jpt2,4.173234481096446,1
Angptl4,4.173234481096373,1
Tshz1,4.173234481095975,1
Zfp874a,4.173234481095919,1
Rusc1,4.1732344810956254,1
Gm47140,4.173234481095408,1
Klk1b27,4.173234481095353,1
Itga10,4.173234481095241,1
Agk,4.17323448109521,1
Git1,4.173234481095111,1
Uvssa,4.173234481094909,1
Snap29,4.173234481094871,1
Hist1h2bg,4.173234481094762,1
Zc4h2,4.173234481094453,1
Slc4a8,4.173234481094391,1
Zswim4,4.173234481094253,1
Polq,4.173234481094049,1
Pcyox1l,4.173234481093553,1
4930455G09Rik,4.173234481093145,1
Tmie,4.173234481092998,1
Nup37,4.173234481092919,1
Nmt2,4.17323448109246,1
Armc2,4.173234481092196,1
Slc26a10,4.173234481092086,1
Pon3,4.173234481092066,1
Gm38293,4.173234481092044,1
Ephx3,4.173234481091883,1
Vmn1r88,4.173234481091842,1
D6Wsu163e,4.173234481091626,1
Ldlr,4.173234481091451,1
Mir142hg,4.173234481091297,1
Slc6a9,4.173234481091249,1
Rapgef5,4.1732344810911846,1
Ccdc77,4.173234481091183,1
Pcdhgc5,4.173234481091161,1
Mettl16,4.173234481091154,1
Pgm3,4.173234481091105,1
Exoc4,4.173234481090922,1
Gm5127,4.173234481090724,1
Ubap2,4.173234481090692,1
Metap1,4.173234481090543,1
Gm20481,4.173234481090415,1
Cdc42bpg,4.173234481090191,1
Nos1ap,4.173234481090068,1
Gamt,4.17323448109004,1
Plbd2,4.17323448109001,1
Clcn7,4.173234481089965,1
Xrcc3,4.173234481089942,1
Gtf2a1,4.173234481089939,1
Zfp516,4.1732344810899225,1
Utp23,4.173234481089551,1
Pop1,4.173234481089455,1
Cldn7,4.173234481089362,1
Ube2o,4.173234481089116,1
Fbxl20,4.173234481088727,1
Pced1a,4.173234481088683,1
Il1rl2,4.173234481088619,1
Hist1h2ac,4.173234481088578,1
Col6a3,4.173234481088567,1
Anxa9,4.173234481088549,1
Gm13012,4.173234481088537,1
Tmprss13,4.173234481088321,1
Proser3,4.173234481088181,1
Tmem42,4.173234481087901,1
Gm16196,4.173234481087783,1
Pawr,4.173234481087744,1
Rab35,4.173234481087673,1
Ada,4.1732344810873965,1
Slc4a5,4.173234481087004,1
1700001G11Rik,4.173234481087001,1
Lyl1,4.173234481086673,1
Gpn2,4.173234481086458,1
Gm11583,4.173234481085999,1
Tctn3,4.1732344810859985,1
Tctex1d1,4.1732344810858555,1
Nacc1,4.173234481085486,1
Tagln,4.1732344810852915,1
Gucy1b1,4.17323448108519,1
Akr1c13,4.17323448108518,1
Pdzd4,4.17323448108513,1
1500015A07Rik,4.173234481085078,1
Gm3839,4.173234481084873,1
Hic1,4.1732344810846795,1
Gcdh,4.173234481084439,1
Qpctl,4.173234481084235,1
Spry2,4.173234481084073,1
Pogk,4.173234481084065,1
Gm17655,4.173234481083906,1
Lrrk1,4.173234481083902,1
Nap1l5,4.173234481083798,1
Gm14305,4.1732344810835595,1
Tbc1d13,4.173234481083481,1
Gak,4.173234481083357,1
Irf6,4.173234481083217,1
Vcl,4.173234481082994,1
Tfap2a,4.17323448108272,1
Ahr,4.173234481082582,1
Ankrd39,4.173234481082329,1
Gm5106,4.173234481082304,1
T2,4.1732344810821385,1
Gm29055,4.173234481082126,1
Mturn,4.173234481081889,1
Snx8,4.17323448108183,1
Ifngr2,4.173234481081529,1
Vps11,4.173234481081515,1
Klra2,4.173234481081411,1
Nsun4,4.173234481081354,1
Tmem39b,4.173234481081182,1
Lef1os1,4.173234481081142,1
Gm26640,4.173234481080521,1
